zip_2,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_bal,revol_util,mort_acc,credit_history,credit_line_ratio,balance_annual_income,fico_avg_score,installment_amnt_ratio
70,1.2657975918001791,13.214398447606726,5.229475569708429,23.194745745845356,5.933077918200816,3.8717285302020104,11.105393518345153,1.1010050751318539,2.744452184296945,18.9654990546323,14634.45288088367,53.11424022290775,1.6676286197631605,5852.958204796497,0.47308859837393064,0.21174912147105043,698.9564633296845,0.0309598182244457
71,1.2510231923601638,13.340671214188268,5.188267394270123,23.021828103683493,6.459345156889495,3.976261937244202,11.017611882585758,1.090586630286494,2.6428376534788542,19.977096862210097,13507.68130968622,53.23321691678035,1.61118690313779,5969.824283765348,0.4678344242438454,0.22103312853574858,697.9727148703956,0.031183521611364284
72,1.2656014470907446,13.437283690081399,5.172595719023214,22.919656315948146,6.311953572505276,3.8876997286704853,11.001062815852784,1.118631293337353,2.546728971962617,19.73762435936087,14150.91136569189,53.439779921615916,1.9290021103406694,5862.610491407899,0.4806164344799188,0.2239393682209294,697.2698221284293,0.031070810887601913
73,1.2679127725856698,13.339613707165109,5.195638629283489,23.013707165109036,6.01183800623053,3.8469366562824505,11.074379849554587,1.1088265835929387,2.647559709241952,19.498739356178607,14631.072897196262,54.97790238836967,1.9233644859813084,5915.5570093457945,0.46009261091531345,0.21834061861938778,697.8632398753894,0.03099551228723922
74,1.2563271917392185,13.319092933792266,5.197205912127961,23.014780319902815,6.046163190929338,3.9252885199433085,11.036417138421493,1.0949584936221908,2.5075926300870623,19.45861915367483,14162.391577242357,55.95312816359587,1.7384085847337518,5854.764932172505,0.4674654819452593,0.22262013103506853,696.9331848552339,0.031116728629275933
75,1.2401138603021677,12.936104225968908,5.309262097657105,23.593343551565578,5.63794613531859,3.7706590759798555,11.197225674866925,1.1190716006130939,2.6575870374425223,18.6082351653164,16477.49428508868,52.09711232756733,1.626275454346398,5926.630654696737,0.495592996832257,0.20659829695019383,699.0302824611342,0.031095688034958123
76,1.2492707504640679,13.097403208697958,5.261137629276054,23.350039777247414,6.083896844338372,3.8426146910633783,11.14632268172099,1.1156191991514188,2.649429859453726,19.389565102094934,15376.88975072925,52.718502386634846,1.7232829488199417,5971.333068151684,0.4838499559220392,0.21041053142744945,697.6510872447626,0.031080941668309364
77,1.2331047992164546,13.032820763956904,5.279831864185439,23.435235063663075,5.710781913157035,3.8196212863206007,11.241043434505269,1.1171237349004244,2.7678746327130264,18.67418911198172,16286.61647078028,52.05104676787464,1.567907280444009,5941.982941560562,0.49728616910897033,0.20143696427643615,698.3353738165198,0.031219016849590973
78,1.229520179606328,13.105831462434082,5.257400929358325,23.316556153083067,5.758680102333838,3.794549156790059,11.128382672297613,1.096120712159975,2.669921161175795,19.564448911397694,15717.926121234272,52.94663081501592,1.538557928261891,5907.200229729025,0.48008111019269006,0.21220403119028575,696.9840756017334,0.0313000728524151
79,1.2576704151048175,13.468896293211163,5.162848812994586,22.834513397195614,6.2507288629737605,3.9204498125780924,11.090753303812368,1.130362349021241,2.734555046508399,19.962759961127308,14015.743995557406,51.86880466472303,1.5365819797306677,5850.856865195057,0.47014455561373736,0.22230994133961346,696.8515201999166,0.031173939479393686
80,1.2650307947991006,12.943343924137256,5.295972235800176,23.54663212435233,5.443787271483038,3.659448626454199,11.121023513609495,1.1040668687066184,2.4906149183693422,18.02053524293675,17412.189168051616,53.9285321145762,1.9429074200801641,5792.265128556066,0.49771830077309515,0.2127409223269269,697.0992276859909,0.030833934888009628
81,1.2491240364400842,13.013419761737913,5.3013314646110725,23.54835318850736,5.85353889278206,3.766643307638402,10.97902538828206,1.08479327259986,2.4838822704975474,18.57636299929923,14654.80833917309,55.27519271198318,1.9491941135248774,5855.460056061668,0.48304696703649297,0.2316293966837613,697.5763840224247,0.031042541860862045
82,1.2849604221635884,13.271710642040457,5.224274406332454,23.171503957783642,6.129287598944591,3.867194371152155,11.086231847953155,1.0954265611257696,2.4819700967458225,19.89207124010554,14377.45382585752,55.7434036939314,2.1943711521547935,5729.872911169745,0.4457946716537699,0.22377225722903063,698.7524186455585,0.03078773244978093
83,1.2332657200811359,13.558843813387425,5.170385395537525,22.871196754563893,5.8575050709939145,3.72920892494929,10.971921405357607,1.1886409736308317,2.4259634888438133,19.539665314401624,13934.942190669371,54.263286004056795,1.8407707910750508,5798.635902636916,0.48452547254816586,0.2295465239712742,691.8478701825558,0.031501576800018714
